,state,tid,spec,result,misc,exp_key,owner,version,book_time,refresh_time,RMSE
0,2,0,,"{'loss': 18.04180908203125, 'status': 'ok'}","{'tid': 0, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'a': [0], 'div_factor': [0], 'loss_fn': [0], 'max_lighting': [0], 'max_rotate': [0], 'max_warp': [0], 'max_zoom': [0], 'model': [0], 'mom1': [0], 'mom2': [0], 'p_affine': [0], 'size': [0], 'weight_dec': [0]}, 'vals': {'a': [0], 'div_factor': [19.43700711992099], 'loss_fn': [1], 'max_lighting': [0.7481656726604625], 'max_rotate': [74.93505707058165], 'max_warp': [0.04724677061889835], 'max_zoom': [1.6185845431971078], 'model': [2], 'mom1': [0.5685449899533278], 'mom2': [0.9887176361826588], 'p_affine': [0.5374293076777739], 'size': [1], 'weight_dec': [0.6012695295679944]}}",,,0,2022-01-08 18:11:07.895,2022-01-08 18:16:40.189,18.04180908203125
1,1,1,,{'status': 'new'},"{'tid': 1, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'a': [1], 'div_factor': [1], 'loss_fn': [1], 'max_lighting': [1], 'max_rotate': [1], 'max_warp': [1], 'max_zoom': [1], 'model': [1], 'mom1': [1], 'mom2': [1], 'p_affine': [1], 'size': [1], 'weight_dec': [1]}, 'vals': {'a': [0], 'div_factor': [12.293250431619887], 'loss_fn': [1], 'max_lighting': [0.7956309102102387], 'max_rotate': [251.09461156920182], 'max_warp': [0.22740637678471765], 'max_zoom': [1.8751379172194749], 'model': [1], 'mom1': [0.8348297484529952], 'mom2': [0.8870149640785882], 'p_affine': [0.6880294986864918], 'size': [0], 'weight_dec': [0.6797482715004879]}}",,,0,2022-01-08 18:16:40.192,2022-01-08 18:16:40.192,
